uid	abstract	title	journal
34163029	Pancreatic ductal adenocarcinoma (PDAC) is the deadliest cancer mainly owing to its proclivity to early metastasis and the lack of effective targeted therapeutic drugs. Hence, understanding the molecular mechanisms underlying early invasion and metastasis by PDAC is imperative for improving patient outcomes. The present study identified that upregulation of TSPAN8 expression in PDAC facilitates metastasis in vivo and in vitro. We found SOX9 as a key transcriptional regulator of TSPAN8 expression in response to EGF stimulation. SOX9 modulation was sufficient to positively regulate endogenous expression of TSPAN8, with concomitant in vitro phenotypic changes such as loss of cell-matrix adherence and increased invasion. Moreover, increased SOX9 and TSPAN8 levels were shown to correlate in human pancreatic cancer specimens and downregulated in vitro by EGFR tyrosine kinase inhibitors. High expression of SOX9 and TSPAN8 has been associated with tumor stage, poor prognosis and poor patient survival in PDAC. In conclusion, this study highlights the importance of the EGF-SOX9-TSPAN8 signaling cascade in the control of PDAC invasion and implies that TSPAN8 may be a promising novel therapeutic target for the treatment of PDAC.	SOX9 is a critical regulator of TSPAN8-mediated metastasis in pancreatic cancer.	Oncogene
34193942	Colorectal cancer (CRC) cells have low or absent tumor cell PD-L1 expression that we previously demonstrated can confer chemotherapy resistance. Here, we demonstrate that PD-L1 depletion enhances JNK activity resulting in increased Bim(Thr116) phosphorylation and its sequestration by MCL-1 and BCL-2. Activated JNK signaling in PD-L1-depeted cells was due to reduced mRNA stability of the CYLD deubiquitinase. PD-L1 was found to compete with the ribonuclease EXOSC10 for binding to CYLD mRNA. Thus, loss of PD-L1 promoted binding and degradation of CYLD mRNA by EXOSC10 which enhanced JNK activity. An irreversible JNK inhibitor (JNK-IN-8) reduced Bim(Thr116) phosphorylation and unsequestered Bim from MCL-1 and BCL-2 to promote apoptosis. In cells lacking PD-L1, treatment with JNK-IN-8, an MCL-1 antagonist (AZD5991), or their combination promoted apoptosis and reduced long-term clonogenic survival by anticancer drugs. Similar effects of the JNK inhibitor on cell viability were observed in CRC organoids with suppression of PD-L1. These data indicate that JNK inhibition may represent a promising strategy to overcome drug resistance in CRC cells with low or absent PD-L1 expression.	Irreversible JNK blockade overcomes PD-L1-mediated resistance to chemotherapy in colorectal cancer.	Oncogene
34211090	Angiogenesis is essential for the sustained growth of solid tumors. Hypoxia-inducible factor 1 (HIF-1) is a master regulator of angiogenesis and constitutive activation of HIF-1 is frequently observed in human cancers. Therefore, understanding the mechanisms governing the activation of HIF-1 is critical for successful therapeutic targeting of tumor angiogenesis. Herein, we establish a new regulatory mechanism responsible for the constitutive activation of HIF-1alpha in cancer, irrespective of oxygen tension. PIM1 kinase directly phosphorylates HIF-1alpha at threonine 455, a previously uncharacterized site within its oxygen-dependent degradation domain. This phosphorylation event disrupts the ability of prolyl hydroxylases to bind and hydroxylate HIF-1alpha, interrupting its canonical degradation pathway and promoting constitutive transcription of HIF-1 target genes. Moreover, phosphorylation of the analogous site in HIF-2alpha (S435) stabilizes the protein through the same mechanism, indicating post-translational modification within the oxygen-dependent degradation domain as a mechanism of regulating the HIF-alpha subunits. In vitro and in vivo models demonstrate that expression of PIM1 is sufficient to stabilize HIF-1alpha and HIF-2alpha in normoxia and stimulate angiogenesis in a HIF-1-dependent manner. CRISPR mutants of HIF-1alpha (Thr455D) promoted increased tumor growth, proliferation, and angiogenesis. Moreover, HIF-1alpha-T455D xenograft tumors were refractory to the anti-angiogenic and cytotoxic effects of PIM inhibitors. These data identify a new signaling axis responsible for hypoxia-independent activation of HIF-1 and expand our understanding of the tumorigenic role of PIM1 in solid tumors.	Direct phosphorylation and stabilization of HIF-1alpha by PIM1 kinase drives angiogenesis in solid tumors.	Oncogene
34211088	Cancer cells show increases in protein degradation pathways, including autophagy, during progression to meet the increased protein degradation demand and support cell survival. On the other hand, reduced autophagy activity during aging is associated with a reduced DNA damage response and increased genomic instability. Therefore, it is a puzzling how DNA repair can be increased in cancer cells that are resistant to chemotherapies or during progression when autophagy activity is intact or increased. We discovered that tripartite motif containing 44 (TRIM44) is a pivotal element regulating the DNA damage response in cancer cells with intact autophagy. TRIM44 deubiquitinates p62, an autophagy substrate, which leads to its oligomerization. This prevents p62 localization to the nucleus upon irradiation. Increased cytoplasmic retention of p62 by TRIM44 prevents the degradation of FLNA and 53BP1, which increases DNA damage repair. Together, our data support TRIM44 a potential therapeutic target for therapy-resistant tumor cells with intact autophagy.	TRIM44 mediated p62 deubiquitination enhances DNA damage repair by increasing nuclear FLNA and 53BP1 expression.	Oncogene
34244607	Endometrial carcinoma (EC) is the fourth-most common cancer in women in the United States, and generally carries a favorable prognosis. However, about 10% of EC patients have a rare and aggressive form, uterine serous papillary carcinoma (USPC), which carries a much higher mortality rate. The developmental transcription factor PAX8 is expressed in nearly 100% of USPCs. We show that PAX8 plays a critical antiapoptotic role in USPC and this role is established via transcriptional activation of two aberrant signaling pathways. First, PAX8 positively regulates mutated p53, and missense p53 mutations have an oncogenic gain of function effect. Second, PAX8 directly transcriptionally regulates p21, in a p53-independent manner, and p21 acquires a growth promoting role that is mediated via cytoplasmic localization of the protein. We propose that mutated p53 and cytoplasmic p21 can independently mediate the pro-proliferative role of PAX8 in USPC. In addition, we performed a genome-wide transcriptome analysis to detect pathways that are regulated by PAX8, and propose that metabolism and HIF-1alpha -related pathways are potential candidates for mediating the role of PAX8 in USPC. Taken together our findings demonstrate for the first time that PAX8 is an essential lineage marker in USPC, and suggest its mechanism of action.	PAX8 plays an essential antiapoptotic role in uterine serous papillary cancer.	Oncogene
34247190	Cancer metastasis causes >90% of cancer deaths and remains a major treatment challenge. Here we deciphered the impact of tyrosine phosphorylation of MACC1, a causative driver for cancer metastasis, for cancer cell signaling and novel interventions to restrict cancer metastasis. We identified MACC1 as new MEK1 substrate. MEK1 directly phosphorylates MACC1, leading to accelerated and increased ERK1 activation. Mutating in silico predicted hierarchical MACC1 tyrosine phosphorylation sites abrogates MACC1-induced migration, invasion, and MET expression, a transcriptional MACC1 target. Targeting MEK1 by RNAi or clinically applicable MEK1 inhibitors AZD6244 and GSK1120212 reduces MACC1 tyrosine phosphorylation and restricts MACC1-induced metastasis formation in mice. Although MEK1 levels, contrary to MACC1, are not of prognostic relevance for CRC patients, MEK1 expression was found indispensable for MACC1-induced metastasis. This study identifies MACC1 as new MEK1 substrate for tyrosine phosphorylation decisively impacting cell motility, tumor growth, and metastasis. Thus, MAP kinase signaling is not linear leading to ERK activation, but branches at the level of MEK1. This fundamental finding opens new therapeutic options for targeting the MEK1/MACC1 axis as novel vulnerability in patients at high risk for metastasis. This might be extended from CRC to further solid tumor entities.	The newly identified MEK1 tyrosine phosphorylation target MACC1 is druggable by approved MEK1 inhibitors to restrict colorectal cancer metastasis.	Oncogene
34262130	Homologous recombination (HR) repair is an important determinant of chemosensitivity. However, the mechanisms underlying HR regulation remain largely unknown. Cysteine-rich intestinal protein 1 (CRIP1) is a member of the LIM/double-zinc finger protein family and is overexpressed and associated with prognosis in several tumor types. However, to date, the functional role of CRIP1 in cancer biology is poorly understood. Here we found that CRIP1 downregulation causes HR repair deficiency with concomitant increase in cell sensitivity to cisplatin, epirubicin, and the poly ADP-ribose polymerase (PARP) inhibitor olaparib in gastric cancer cells. Mechanistically, upon DNA damage, CRIP1 is deubiquitinated and upregulated by activated AKT signaling. CRIP1, in turn, promotes nuclear enrichment of RAD51, which is a prerequisite step for HR commencement, by stabilizing BRCA2 to counteract FBXO5-targeted RAD51 degradation and by binding to the core domain of RAD51 (RAD51(184-257)) in coordination with BRCA2, to facilitate nuclear export signal masking interactions between BRCA2 and RAD51. Moreover, through mass spectrometry screening, we found that KPNA4 is at least one of the carriers controlling the nucleo-cytoplasmic distribution of the CRIP1-BRCA2-RAD51 complex in response to chemotherapy. Consistent with these findings, RAD51 inhibitors block the CRIP1-mediated HR process, thereby restoring chemotherapy sensitivity of gastric cancer cells with high CRIP1 expression. Analysis of patient specimens revealed an abnormally high level of CRIP1 expression in GC tissues compared to that in the adjacent normal mucosa and a significant negative association between CRIP1 expression and survival time in patient cohorts with different types of solid tumors undergoing genotoxic treatments. In conclusion, our study suggests an essential function of CRIP1 in promoting HR repair and facilitating gastric cancer cell adaptation to genotoxic therapy.	CRIP1 cooperates with BRCA2 to drive the nuclear enrichment of RAD51 and to facilitate homologous repair upon DNA damage induced by chemotherapy.	Oncogene
34274946	Epigenetic alterations have been previously shown to contribute to multiple myeloma (MM) pathogenesis via DNA methylations and histone modifications. RNA methylation, a novel epigenetic modification, is required for cancer cell survival, and targeting this pathway has been proposed as a new therapeutic strategy. The extent to the N6-methyladenosine (m6A)-regulatory pathway functions in MM remains unknown. Here, we show that an imbalance of RNA methylation may underlies the tumorigenesis of MM. Mechanistically, isocitrate dehydrogenase 2 (IDH2) is highly expressed in CD138(+) cells from MM and its levels appear a progressive increase in the progression of plasma cell dyscrasias. Downregulation of IDH2 increases global m6A RNA levels and reduces myeloma cell growth in vitro, decreases the burden of disease and prolongs overall survival in vivo. IDH2 regulates RNA methylation by activating the RNA demethylase FTO, which is an alpha-KG-dependent dioxygenase. Furthermore, IDH2-mediated FTO activation decreases the m6A level on WNT7B transcripts, then increases WNT7B expression and thus activated Wnt signaling pathway. Moreover, survival analysis indicates that the elevated expression of IDH2 predicts a poor prognosis. Higher expression of FTO is related to higher International Staging System (ISS) stage and higher Revised-ISS (R-ISS) stage of MM. Collectively, our studies reveal that IDH2 regulates global m6A RNA modification in MM via targeting RNA demethylases FTO. The imbalance of m6A methylation activates the Wnt signaling pathway by enhancing the WNT7B expression, and thus promoting tumorigenesis and progression of MM. IDH2 might be used as a therapeutic target and a possible prognostic factor for MM.	IDH2 contributes to tumorigenesis and poor prognosis by regulating m6A RNA methylation in multiple myeloma.	Oncogene
34282274	The inactivation of tumor-suppressor genes contributes heavily to oncogenesis. The mutation of TP53 has been well-studied and recognized as a major factor in the development of tumors. Yet other means of p53 inactivation has not been well-elucidated. We previously identified a hypermethylated gene ZDHHC1 that suppresses tumor growth when the expression was restored, but the specific mechanism was yet to be found. The protein product of ZDHHC1 is an S-palmitoyltransferase and we have identified p53 as a substrate for ZDHHC1-mediated palmitoylation, specifically at the C135, C176, and C275 residues. The novel form of post-translational modification of p53 is required for the nuclear translocation of the tumor suppressor. p53 recruited DNMT3A to ZDHHC1 promoter and is responsible for the hypermethylation of ZDHHC1. The epigenetic feedback loop formed by ZDHHC1 and p53 sheds light on the inactivation of p53 without the presence of genetic mutations.	Cancer cells escape p53's tumor suppression through ablation of ZDHHC1-mediated p53 palmitoylation.	Oncogene
34294846	K-RAS mutation and molecular alterations of its surrogates function essentially in lung tumorigenesis and malignant progression. However, it remains elusive how tumor-promoting and deleterious events downstream of K-RAS signaling are coordinated in lung tumorigenesis. Here, we show that USP16, a deubiquitinase involved in various biological processes, functions as a promoter for the development of K-RAS-driven lung tumor. Usp16 deletion significantly attenuates K-ras(G12D)-mutation-induced lung tumorigenesis in mice. USP16 upregulation upon RAS activation averts reactive oxygen species (ROS)-induced p38 activation that would otherwise detrimentally influence the survival and proliferation of tumor cells. In addition, USP16 interacts with and deubiquitinates JAK1, and thereby promoting lung tumor growth by augmenting JAK1 signaling. Therefore, our results reveal that USP16 functions critically in the K-RAS-driven lung tumorigenesis through modulating the strength of p38 and JAK1 signaling.	The deubiquitinase USP16 functions as an oncogenic factor in K-RAS-driven lung tumorigenesis.	Oncogene
34290402	The ARID1A gene, which encodes a subunit of the SWI/SNF chromatin remodeling complex, has been found to be frequently mutated in many human cancer types. However, the function and mechanism of ARID1A in cancer metastasis are still unclear. Here, we show that knockdown of ARID1A increases the ability of breast cancer cells to proliferate, migrate, invade, and metastasize in vivo. The ARID1A-related SWI/SNF complex binds to the second exon of CDH1 and negatively modulates the expression of E-cadherin/CDH1 by recruiting the transcriptional repressor ZEB2 to the CDH1 promoter and excluding the presence of RNA polymerase II. The silencing of CDH1 attenuated the migration, invasion, and metastasis of breast cancer cells in which ARID1A was silenced. ARID1A depletion increased the intracellular enzymatic processing of E-cadherin and the production of C-terminal fragment 2 (CTF2) of E-cadherin, which stabilized beta-catenin by competing for binding to the phosphorylation and degradation complex of beta-catenin. The matrix metalloproteinase inhibitor GM6001 inhibited the production of CTF2. In zebrafish and nude mice, ARID1A silencing or CTF2 overexpression activated beta-catenin signaling and promoted migration/invasion and metastasis of cancer cells in vivo. The inhibitors GM6001, BB94, and ICG-001 suppressed the migration and invasion of cancer cells with ARID1A-deficiency. Our findings provide novel insights into the mechanism of ARID1A metastasis and offer a scientific basis for targeted therapy of ARID1A-deficient cancer cells.	Enhancement of E-cadherin expression and processing and driving of cancer cell metastasis by ARID1A deficiency.	Oncogene
34294845	Research has indicated that hypoxia profoundly contributes to chemoresistance of pancreatic cancer (PC), while the precise mechanism has not been fully elucidated. In this study, we report a hypoxic exosomal circular RNA (circRNA)-mediated mechanism of conferred chemoresistance in PC cells. Gemcitabine (GEM) resistance was enhanced in normoxic PC cells incubated with exosomes derived from hypoxic PC cells. CircRNA microarray displayed that circZNF91 was remarkably increased in hypoxic exosomes of PC cells compared with normoxic exosomes. Overexpression of circZNF91 obviously stimulated chemoresistance in PC cells, while knockdown of circZNF91 retarded the hypoxic exosome-transmitted chemoresistance. Mechanistically, the hypoxic-induced exosomal circZNF91 transmitted into normoxic PC cells could competitively bind to miR-23b-3p, which deprives the inhibition of miR-23b-3p on expression of deacetylase Sirtuin1 (SIRT1). Consequently, the upregulated SIRT1 enhanced deacetylation-dependent stability of HIF-1alpha protein, leading to glycolysis and GEM chemoresistance of recipient PC cells. In addition, we revealed that the increased circZNF91 in hypoxic exosome was attributed to the transcriptional regulation by HIF-1alpha. Coincidently, transmission of hypoxic exosomes into subcutaneous xenografts in nude mice obviously facilitated the chemoresistance of transplanted PC tumor, which could be reversed by depletion of circZNF91 or upregulation of miR-23b-3p. Furthermore, clinical data showed that circZNF91 was significantly upregulated in PC tissues and correlated with overexpression of glycolytic enzymes and short overall survival time. Collectively, exosomal circZNF91 can function as a cargo mediating the signal transmission between hypoxic and normoxic tumor cells to promote GEM chemoresistance of PC and may potentially serve as a therapeutic target.	Hypoxic exosomal HIF-1alpha-stabilizing circZNF91 promotes chemoresistance of normoxic pancreatic cancer cells via enhancing glycolysis.	Oncogene
34316028	B-Myb is an important transcription factor that plays a critical role in gene expression regulation and tumorigenesis. However, its functional implication in colorectal cancer remains elusive. In this study, we found that B-Myb was significantly upregulated at both mRNA and protein levels in colorectal cancer samples compared to non-tumor counterparts. B-Myb overexpression accelerated cell proliferation, cell cycle progression and cell motility in colorectal cancer cells, and promoted tumor growth in orthotopic nude mouse models in vivo. In contrast, B-Myb depletion inhibited these malignant phenotypes. Mechanistic investigations revealed that E2F2 was a novel transcriptional target of B-Myb and is essential to B-Myb-induced malignant phenotypes. Notably, B-Myb and E2F2 exhibited positive expression correlation, and interacted with each other in colorectal cancer cells. In addition to their autoregulatory mechanisms, B-Myb and E2F2 can also directly transactivate each other, thus constituting consolidated reciprocal feed-forward transactivation loops. Moreover, both B-Myb and E2F2 are required for the activation of ERK and AKT signaling pathways in colorectal cancer cells. Taken together, our data clarified a critical role for B-Myb in colorectal cancer and unraveled an exquisite mutual collaboration and reciprocal cross regulation between B-Myb and E2F2 that contribute to the malignant progression of human colorectal cancer.	B-Myb accelerates colorectal cancer progression through reciprocal feed-forward transactivation of E2F2.	Oncogene
34321603	We identified fermitin family member 2 (FERMT2, also known as kindlin-2) as a potential target in A375 cell line by siRNA library screening. Drugs that target mutant BRAF kinase lack durable efficacy in the treatment of melanoma because of acquired resistance, thus the identification of novel therapeutic targets is needed. Immunohistochemistry was used to identify kindlin-2 expression in melanoma samples. The interaction between kindlin-2 and Rac1 or p-Rac/Cdc42 guanine nucleotide exchange factor 6 (alpha-Pix) was investigated. Finally, the tumor suppressive role of kindlin-2 was validated in vitro and in vivo. Analysis of clinical samples and Oncomine data showed that higher levels of kindlin-2 predicted a more advanced T stage and M stage and facilitated metastasis and recurrence. Kindlin-2 knockdown significantly inhibited melanoma growth and migration, whereas kindlin-2 overexpression had the inverse effects. Further study showed that kindlin-2 could specifically bind to p-alpha-Pix(S13) and Rac1 to induce a switch from the inactive Rac1-GDP conformation to the active Rac1-GTP conformation and then stimulate the downstream MAPK pathway. Moreover, we revealed that a Rac1 inhibitor suppressed melanoma growth and metastasis and the combination of the Rac1 inhibitor and vemurafenib resulted in a better therapeutic outcome than monotherapy in melanoma with high kindlin-2 expression and BRAF mutation. Our results demonstrated that kindlin-2 promoted melanoma progression, which was attributed to specific binding to p-alpha-Pix(S13) and Rac1 to stimulate the downstream MAPK pathway. Thus, kindlin-2 could be a potential therapeutic target for treating melanoma.	Fermitin family member 2 promotes melanoma progression by enhancing the binding of p-alpha-Pix to Rac1 to activate the MAPK pathway.	Oncogene
34312488	N(6)-Methyladenosine (m(6)A) is the most prevalent epigenetic RNA modification and is vital in regulating malignancies. The roles of m(6)A modifiers on noncoding RNAs have not been fully investigated in esophageal cancer. By screening all m(6)A modifiers, ALKBH5 was the most potent member related to patient outcomes and suppressing esophageal cancer malignancy in cell and animal models. It demethylated pri-miR-194-2 and inhibited miR-194-2 biogenesis through an m(6)A/DGCR8-dependent manner. RAI1, previously considered as a circadian clock transcriptional regulator, was the main target of miR-194-2. It enhanced transcription of Hippo pathway upstream genes by binding to their 3'UTR and suppressed YAP/TAZ nuclear translocation. The ALKBH5/miR-194-2/RAI1 axis was also validated in clinical samples. In addition, the increased malignancy by low ALKBH5 was abolished by the YAP inhibitor verteporfin. Our findings uncover a critical role of ALKBH5 in miRNAs biogenesis and provide novel insight for developing treatment strategies in esophageal cancer.	N(6)-methyladenosine demethylase ALKBH5 suppresses malignancy of esophageal cancer by regulating microRNA biogenesis and RAI1 expression.	Oncogene
34321604	Long noncoding RNAs (lncRNAs) have been reported to exert important roles in tumors, including clear cell renal cell carcinoma (ccRCC). PVT1 is an important oncogenic lncRNA which has critical effects on onset and development of various cancers, however, the underlying mechanism of PVT1 functioning in ccRCC remains largely unknown. VHL deficiency-induced HIF2alpha accumulation is one of the major factors for ccRCC. Here, we identified the potential molecular mechanism of PVT1 in promoting ccRCC development by stabilizing HIF2alpha. PVT1 was significantly upregulated in ccRCC tissues and high PVT1 expression was associated with poor prognosis of ccRCC patients. Both gain-of-function and loss-of function experiments revealed that PVT1 enhanced ccRCC cells proliferation, migration, and invasion and induced tumor angiogenesis in vitro and in vivo. Mechanistically, PVT1 interacted with HIF2alpha protein and enhanced its stability by protecting it from ubiquitination-dependent degradation, thereby exerting its biological significance. Meanwhile, HIF2alpha bound to the enhancer of PVT1 to transactivate its expression. Furthermore, HIF2alpha specific inhibitor could repress PVT1 expression and its oncogenic functions. Therefore, our study demonstrates that the PVT1/ HIF2alpha positive feedback loop involves in tumorigenesis and progression of ccRCC, which may be exploited for anticancer therapy.	Positive feedback regulation of lncRNA PVT1 and HIF2alpha contributes to clear cell renal cell carcinoma tumorigenesis and metastasis.	Oncogene
34304250	We have previously reported that the differentiation-inducing factor-1 (DIF-1), a compound identified in Dictyostelium discoideum, suppresses the growth of MCF-7 breast cancer cells by inactivating p70 ribosomal protein S6 kinase (p70(S6K)). Therefore, we first examined whether the same mechanism operates in other breast cancer cells, especially triple-negative breast cancer (TNBC), the most aggressive and refractory phenotype of breast cancer. We also investigated the mechanism by which DIF-1 suppresses p70(S6K) by focusing on the AMPK-mTORC1 system. We found that DIF-1 induces phosphorylation of AMPK and Raptor and dephosphorylation of p70(S6K) in multiple TNBC cell lines. Next, we examined whether AMPK-mediated inhibition of p70(S6K) leads to the suppression of proliferation and migration/infiltration of TNBC cells. DIF-1 significantly reduced the expression levels of cyclin D1 by suppressing the translation of STAT3 and strongly suppressed the expression levels of Snail, which led to the suppression of growth and motility, respectively. Finally, we investigated whether DIF-1 exerts anticancer effects on TNBC in vivo. Intragastric administration of DIF-1 suppressed tumor growth and spontaneous lung metastasis of 4T1-Luc cells injected into the mammary fat pad of BALB/c mice. DIF-1 is expected to lead to the development of anticancer drugs, including anti-TNBC, by a novel mechanism.	DIF-1 inhibits growth and metastasis of triple-negative breast cancer through AMPK-mediated inhibition of the mTORC1-S6K signaling pathway.	Oncogene
34326467	"Metastatic breast cancer causes most breast cancer-associated deaths, especially in triple negative breast cancers (TNBC). The metastatic drivers of TNBCs are still poorly understood, and effective treatment non-existent. Here we reveal that the presence of Aurora-A Kinase (AURKA) in the nucleus and metastatic dissemination are molecularly connected through HIF1 (Hypoxia-Inducible Factor-1) signaling. Nuclear AURKA activates transcription of ""hypoxia-induced genes"" under normoxic conditions (pseudohypoxia) and without upregulation of oxygen-sensitive HIF1A subunit. We uncover that AURKA preferentially binds to HIF1B and co-localizes with the HIF complex on DNA. The mass-spectrometry analysis of the AURKA complex further confirmed the presence of CBP and p300 along with other TFIIB/RNApol II components. Importantly, the expression of multiple HIF-dependent genes induced by nuclear AURKA (N-AURKA), including migration/invasion, survival/death, and stemness, promote early cancer dissemination. These results indicate that nuclear, but not cytoplasmic, AURKA is a novel driver of early metastasis. Analysis of clinical tumor specimens revealed a correlation between N-AURKA presence and decreased patient survival. Our results establish a mechanistic link between two critical pathways in cancer metastasis, identifying nuclear AURKA as a crucial upstream regulator of the HIF1 transcription complex and a target for anti-metastatic therapy."	Nuclear Aurora-A kinase-induced hypoxia signaling drives early dissemination and metastasis in breast cancer: implications for detection of metastatic tumors.	Oncogene
34331012	Pancreatic cancer (PC) remains a major cause of cancer-related deaths primarily due to its inherent potential of therapy resistance. Checkpoint inhibitors have emerged as promising anti-cancer agents when used in combination with conventional anti-cancer therapies. Recent studies have highlighted a critical role of the Greatwall kinase (microtubule-associated serine/threonine-protein kinase-like (MASTL)) in promoting oncogenic malignancy and resistance to anti-cancer therapies; however, its role in PC remains unknown. Based on a comprehensive investigation involving PC patient samples, murine models of PC progression (Kras;PdxCre-KC and Kras;p53;PdxCre-KPC), and loss and gain of function studies, we report a previously undescribed critical role of MASTL in promoting cancer malignancy and therapy resistance. Mechanistically, MASTL promotes PC by modulating the epidermal growth factor receptor protein stability and, thereupon, kinase signaling. We further demonstrate that combinatorial therapy targeting MASTL promotes the efficacy of the cell-killing effects of Gemcitabine using both genetic and pharmacological inhibitions. Taken together, this study identifies a key role of MASTL in promoting PC progression and its utility as a novel target in promoting sensitivity to the anti-PC therapies.	MASTL regulates EGFR signaling to impact pancreatic cancer progression.	Oncogene
34333551	Cancer cells exhibit dysregulation of critical genes including those involved in lipid biosynthesis, with subsequent defects in metabolism. Here, we show that ELOngation of Very Long chain fatty acids protein 4 (ELOVL4), a rate-limiting enzyme in the biosynthesis of very-long polyunsaturated fatty acids (n-3, >/=28 C), is expressed and transcriptionally repressed by the oncogene MYCN in neuroblastoma cells. In keeping, ELOVL4 positively regulates neuronal differentiation and lipids droplets accumulation in neuroblastoma cells. At the molecular level we found that MYCN binds to the promoter of ELOVL4 in close proximity to the histone deacetylases HDAC1, HDAC2, and the transcription factor Sp1 that can cooperate in the repression of ELOVL4 expression. Accordingly, in vitro differentiation results in an increase of fatty acid with 34 carbons with 6 double bonds (FA34:6); and when MYCN is silenced, FA34:6 metabolite is increased compared with the scrambled. In addition, analysis of large neuroblastoma datasets revealed that ELOVL4 expression is highly expressed in localized clinical stages 1 and 2, and low in high-risk stages 3 and 4. More importantly, high expression of ELOVL4 stratifies a subsets of neuroblastoma patients with good prognosis. Indeed, ELOVL4 expression is a marker of better overall clinical survival also in MYCN not amplified patients and in those with neuroblastoma-associated mutations. In summary, our findings indicate that MYCN, by repressing the expression of ELOVL4 and lipid metabolism, contributes to the progression of neuroblastoma.	The expression of ELOVL4, repressed by MYCN, defines neuroblastoma patients with good outcome.	Oncogene
34331014	Metastatic recurrence is still a major challenge in breast cancer treatment, but the underlying mechanisms remain unclear. Here, we report that a small adaptor protein, SH3BGRL, is upregulated in the majority of breast cancer patients, especially elevated in those with metastatic relapse, indicating it as a marker for the poor prognosis of breast cancer. Physiologically, SH3BGRL can multifunctionally promote breast cancer cell tumorigenicity, migration, invasiveness, and efficient lung colonization in nude mice. Mechanistically, SH3BGRL downregulates the acting-binding protein profilin 1 (PFN1) by accelerating the translation of the PFN1 E3 ligase, STUB1 via SH3BGRL interaction with ribosomal proteins, or/and enhancing the interaction of PFN1 with STUB1 to accelerate PFN1 degradation. Loss of PFN1 consequently contributes to downstream multiple activations of AKT, NF-kB, and WNT signaling pathways. In contrast, the forced expression of compensatory PFN1 in SH3BGRL-high cells efficiently neutralizes SH3BGRL-induced metastasis and tumorigenesis with PTEN upregulation and PI3K-AKT signaling inactivation. Clinical analysis validates that SH3BGRL expression is negatively correlated with PFN1 and PTEN levels, but positively to the activations of AKT, NF-kB, and WNT signaling pathways in breast patient tissues. Our results thus suggest that SH3BGRL is a valuable prognostic factor and a potential therapeutic target for preventing breast cancer progression and metastasis.	Adaptor SH3BGRL promotes breast cancer metastasis through PFN1 degradation by translational STUB1 upregulation.	Oncogene
34341514	Anoikis is a type of programmed cell death induced by loss of anchorage to the extracellular matrix (ECM). Anoikis resistance (AR) is crucial for the survival of metastatic cancer cells in blood, lymphatic circulation and distant organs. Compared to ordinary cancer cells, anoikis resistant cancer cells undergo various cellular and molecular alterations, probably characterizing the cells with unique features not limited to anoikis resistance. However, the molecular mechanisms connecting anoikis resistance to other metastatic properties are still poorly understood. Here, the biological interaction between anoikis resistance and angiogenesis as well as their involvement into peritoneal metastasis of gastric cancer (GC) were investigated in vitro and in vivo. The prognostic value of key components involved in this interaction was evaluated in the GC cohort. Compared to ordinary GC cells, GC(AR) cells exhibited stronger metastatic and pro-angiogenic traits corresponding to elevated PDGFB secretion. Mechanistically, transcription factor C/EBPbeta facilitated PDGFB transcription by directly binding to and interacting with PDGFB promoter elements, subsequently increasing PDGFB secretion. Secreted PDGFB promoted the survival of detached GC cells through a C/EBPbeta-dependent self-feedback loop. Moreover, secreted PDGFB promoted angiogenesis in metastases via activation of the MAPK/ERK signaling pathway in vascular endothelial cells. Both C/EBPbeta activation level and PDGFB expression were significantly elevated in GC and correlated with metastatic progression and poor prognosis of patients with GC. Overall, interaction between GC(AR) cells and vascular endothelial cells promotes angiogenesis and peritoneal metastasis of GC based on C/EBPbeta-mediated PDGFB autocrine and paracrine signaling. C/EBPbeta-PDGFB-PDGFRbeta-MAPK axis promises to be potential prognostic biomarkers and therapeutic targets for peritoneal metastasis of GC.	Anoikis resistant gastric cancer cells promote angiogenesis and peritoneal metastasis through C/EBPbeta-mediated PDGFB autocrine and paracrine signaling.	Oncogene
34341513	Expression of beta-crystallin B2 (CRYbetaB2) is elevated in African American (AA) breast tumors. The underlying mechanisms of CRYbetaB2-induced malignancy and the association of CRYbetaB2 protein expression with survival have not yet been described. Here, we report that the expression of CRYbetaB2 in breast cancer cells increases stemness, growth, and metastasis. Transcriptomics data revealed that CRYbetaB2 upregulates genes that are functionally associated with unfolded protein response, oxidative phosphorylation, and DNA repair, while down-regulating genes related to apoptosis. CRYbetaB2 in tumors promotes de-differentiation, an increase in mesenchymal markers and cancer-associated fibroblasts, and enlargement of nucleoli. Proteome microarrays identified a direct interaction between CRYbetaB2 and the nucleolar protein, nucleolin. CRYbetaB2 induces nucleolin, leading to the activation of AKT and EGFR signaling. CRISPR studies revealed a dependency on nucleolin for the pro-tumorigenic effects of CRYbetaB2. Triple-negative breast cancer (TNBC) xenografts with upregulated CRYbetaB2 are distinctively sensitive to the nucleolin aptamer, AS-1411. Lastly, in AA patients, higher levels of nucleolar CRYbetaB2 in primary TNBC correlates with decreased survival. In summary, CRYbetaB2 is upregulated in breast tumors of AA patients and induces oncogenic alterations consistent with an aggressive cancer phenotype. CRYbetaB2 increases sensitivity to nucleolin inhibitors and may promote breast cancer disparity.	CRYbetaB2 enhances tumorigenesis through upregulation of nucleolin in triple negative breast cancer.	Oncogene
